Title,Vendor,Category,Sub Category,Guidance,Price,Prerequisite,
Professional Scrum Product Owner I,SCRUM_ORG,Cross Platform,Agile,https://www.scrum.org/professional-scrum-certifications,25000,INR,Must be 7A and above. Practitioners  must have  Know Your Industry badge at any level. Practitioners must have IBM DevSecOps Essentials AND IBM Agile explorer badge. Practitioners must have knowledge on Scrum framework and ability to support value creation and delivery. Should be a business analyst or functional or domain experience of 3 years or above. Please nominate only if this certification is aligned towards Business or Organisational Requirement.
Salesforce Certified Sales Cloud Consultant,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/help?article=Salesforce-Certified-Sales-Cloud-Consultant-Exam-Guide,17500,INR,
Project Management Professional,PMI,PDE,Project & Program Management,https://www.pmi.org/certifications/project-management-pmp,49117,INR,
Certified Kubernetes Security Specialist (CKS),CNCF,Hybrid Cloud Transformation,Cloud Application Development,https://training.linuxfoundation.org/certification/certified-kubernetes-security-specialist/,300,USD,
Certified Data Privacy Solutions Engineer,ISACA,Hybrid Cloud Transformation,Security & Privacy,https://www.isaca.org/credentialing/certified-data-privacy-solutions-engineer,69200,INR,
IBM Certified Solution Implementer - DataPower,IBM,Hybrid Cloud Management,Cross-HCM,https://ibm.certify.com,14000,INR,
Certified Ethical Hacker (Annual Renewal),ECC,Hybrid Cloud Transformation,Security & Privacy,https://www.eccouncil.org/,84,USD,
IBM Certified Administrator - Cloud Pak for Integration V2021.2,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify,118,USD,
IBM Certified System Administrator - WebSphere Application Server Network Deployment V9.0,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify/cert.html?id=01007011,118,USD,
Tensorflow developer certificate,TENSORFLOW,Data & Technology Transformation,Data Platform Services,https://www.tensorflow.org/,8850,INR,
Certified DevOps Architect,GSDCC,Cross Platform,Agile,https://www.gsdcouncil.org,14160,INR,
Program Management Professional,PMI,Cross Platform,Agile,https://www.pmi.org/certifications/,1200,USD,
Certified SAFe Agilist,SCALED_AGILE,Cross Platform,Agile,https://scaledagile.com/safe-certification/,14160,INR,"Must be 7B and above OR must have completed SAFe for Teams. Targetted for leadership team (PM, DPE , Partner etc.).Practitioner must be playing OR planned to play a lead role in SAFe implementation in the current quarter. Please nominate only if this certification is aligned towards Business or Organisational Requirement."
Certified SAFe Practitioner,SCALED_AGILE,Cross Platform,Agile,https://scaledagile.com/safe-certification/,14160,INR,Must be 6A and above. Practitioners must have the Agile Explorer badge . Practitioner must be playing OR planned to play a team member role in SAFe implementation in the current quarter.Please nominate only if this certification is aligned towards Business or Organisational Requirement -
Salesforce Certified Administrator,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/help?article=Salesforce-Certified-Administrator-Exam-Guide,17500,INR,
Professional Data Engineer,GOOGLE,Multi Cloud,Google,https://grow.google/certificates,0,INR,
Salesforce OmniStudio Developer,SALESFORCE,Customer Transformation,Salesforce,https://www.salesforce.com/,200,USD,
InsightIDR Certified Specialist,Other_Vendor,Data & Technology Transformation,Cross-DTT,https://www.rapid7.com,156,USD,
PMI Agile Certified Practitioner,PMI,Cross Platform,Agile,https://www.pmi.org/certifications/,43807,INR,"Practitioners project managers, program managers, or anyone who needs to efficiently participate in agile projects. PMI Guidelines to be considered:21 contact hours of training in agile practices, 12 months of general project experience within the last 5 years. A current PMPÂ® or PgMPÂ® will satisfy this requirement but is not required to apply for the PMI-ACP. 8 months of agile project experience within the last 3 years  Please nominate only if this certification is aligned towards Business or Organisational Requirement."
Certified SAFe DevOps Practitioner,SCALED_AGILE,Cross Platform,Agile,https://scaledagile.com/safe-certification/,14160,INR,Must be 7A and above AND must have completed SAFe for Teams Certification. Practitioners must have IBM DevSecOps Essentials badge. Practitioner must have at least 2 years of active Agile hands on experience in .Please nominate only if this certification is aligned towards Business or Organisational Requirement.
Certified SAFe Scrum Master,SCALED_AGILE,Cross Platform,Agile,https://scaledagile.com/safe-certification/,14160,INR,Must be 7A and above AND must have IBM Agile Advocate badge.Practitioner must have 2 years of active Scrum Master experience. Please nominate only if this certification is aligned towards Business or Organisational Requirement..
Professional Scrum with Kanban,SCRUM_ORG,Cross Platform,Agile,https://www.scrum.org/professional-scrum-certifications,17700,INR,Practitioners must have Agile Advocate badge. Practitioners should have  a high level of knowledge about Professional Scrum with Kanban. Please nominate only if this certification is aligned towards Business or Organisational Requirement.
Salesforce Certified CPQ Specialist,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/cpqspecialist,17500,INR,
Salesforce Certified Pardot Consultant,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview/,17500,INR,
Associate Android Developer exam,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview/,0,INR,
SalesForce Certified Cloud Services,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview/,0,INR,
Salesforce Certified Advanced Administrator,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview/,0,INR,
Vlocity Certified Platform Consultant,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview/,0,INR,
AWS Certified Security - Specialty,AWS,Hybrid Cloud Transformation,Security & Privacy,https://aws.amazon.com/certification/,0,INR,
AWS Certified Database - Specialty,AWS,Multi Cloud,AWS,https://aws.amazon.com/certification/,0,USD,
Certified Accessibility Testing Professional,VISKILLS,Hybrid Cloud Management,iGNITE (Test Innovation),https://www.vskills.in/certification/,5000,INR,
Certified kubernetes application developer,KUBERNETES,Hybrid Cloud Transformation,Cloud Application Development,https://acloudguru.com/course/certified-kubernetes-application-developer,375,USD,
SailPoint Certified IdentityIQ Associate,SAIL_POINT,Hybrid Cloud Transformation,Security & Privacy,https://university.sailpoint.com/,28000,INR,
HashiCorp certified- Terraform Associate,Other_Vendor,Hybrid Cloud Transformation,Cloud Application Development,https://www.hashicorp.com/,70,USD,
Salesforce Certified OmniStudio Consultant,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview,17500,INR,
HashiCorp Certified: Vault Associate,Other_Vendor,Hybrid Cloud Transformation,Cloud Application Development,https://www.hashicorp.com/,84,USD,
Kanban Management Professional certification-KMP1,LKU,Cross Platform,Agile,https://resources.kanban.university,44000,INR,
CCA Spark and Hadoop Developer,CLOUD_ERA,Data & Technology Transformation,Data Platform Services,https://www.cloudera.com/,26107.5,INR,
Certified SAFe Advanced Scrum Master,SCALED_AGILE,Cross Platform,Agile,https://scaledagile.com/safe-certification/,14160,INR,Must be senior 7A and above AND must have completed (SAFe Scrum Master OR SAFe Agilist Certification).Please nominate only if this certification is aligned towards Business or Organisational Requirement.
Professional Scrum Master I Assessment,SCRUM_ORG,Cross Platform,Agile,https://www.scrum.org,18000,INR,Must be 7A and above.Practitioners must have IBM Agile explorer badge.Please do not nominate if practitioners are CSM  certified. This is a certification which does not have any mandated training. It is a Scrum.org certification. Practitioners if approved would be provided with cost of the certification.   Please nominate only if this certification is aligned towards Business or Organisational Requirement.
Professional Scrum Master II Assessment,SCRUM_ORG,Cross Platform,Agile,https://www.scrum.org/professional-scrum-certifications,25000,INR,Must be 7B and above. Practitioners must have the IBM Agile Advocate badge.Practitioners must be PSM1 certified.There is no mandated training associated with this certification.  Please nominate only if this certification is aligned towards Business or Organisational Requirement.
Salesforce Accredited B2B Commerce Administrator,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview,17500,INR,
Salesforce Certified Community Cloud Consultant,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview/,17500,INR,
Salesforce Certified Integration Architecture Designer,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/integrationarchitecturedesigner,17500,INR,
Salesforce Certified Marketing Cloud Consultant,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview/,17500,INR,
Salesforce Certified Marketing Cloud Administrator,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview/,17500,INR,
Salesforce Certified Platform App Builder,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/help?article=Salesforce-Certified-Platform-App-Builder-Exam-Guide,200,USD,
Salesforce Certified NonProfit Cloud Consultant,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview/,0,INR,
AWS Certified Advanced Networking - Specialty,AWS,Multi Cloud,AWS,https://aws.amazon.com/certification/,18500,INR,
AWS Certified Data Analytics - Specialty,AWS,Multi Cloud,AWS,https://aws.amazon.com/certification/,0,INR,
AWS Certified Machine Learning - Specialty,AWS,Multi Cloud,AWS,https://aws.amazon.com/certification/,18500,INR,
AWS Certified SysOps Administrator - Associate,AWS,Multi Cloud,AWS,https://aws.amazon.com/certification/,0,INR,
AWS Certified Solutions Architect - Associate,AWS,Hybrid Cloud Transformation,Complex SI & Architecture,https://aws.amazon.com/certification/,0,INR,
Certified Mobile Testing (Appium) Professional,VISKILLS,Hybrid Cloud Management,iGNITE (Test Innovation),https://www.vskills.in/certification/,5000,INR,
Designing a Blue Prism (Version 6.0) Environment - ATA02/ATA02_OP,BLUEPRISM,Hybrid Cloud Management,Automation,https://www.blueprism.com,13000,INR,
Pega Certified Decisioning Consultant [PEGAPCDC86V1],PEGA,Industries,Cross-Industry,https://academy.pega.com/exam/pega-certified-decisioning-consultant-2,16000,INR,
IBM Cloud Professional Sales Engineer,IBM,Hybrid Cloud Transformation,Cloud Advisory,https://www.ibm.com/certify/cert?id=C0010200,118,USD,
IBM Apache Spark 1.6 Developer,IBM,Data & Technology Transformation,Data Platform Services,http://www.ibm.com/certify,14160,INR,
Certified SAFe Product Owner / Product Manager,SCALED_AGILE,Cross Platform,Agile,https://scaledagile.com/safe-certification/,14160,INR,Must be 7A and above. Must have Know Your Industry badge at any level . Should have business analyst or functional or domain experience of 3 years or above. Practitioner must have IBM Agile Explorer badge. Recommended to have SAFe Practitioner certification. Please nominate only if this certification is aligned towards Business or Organisational Requirement.
Certified in Production and Inventory Management,APICS,Industries,Cross-Industry,https://www.ascm.org/,28762,INR,
Salesforce Certified Field Service Lightning Consultant,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview/,17500,INR,
Salesforce Certified Mobile Solutions Architecture Designer,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview/,17500,INR,
Salesforce Certified Sharing and Visibility Designer,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/sharingandvisibilitydesigner,17500,INR,
MySQL 5.6 Developer (1Z0-882),ORACLE,Finance & Supply Chain Transformation,Oracle,https://education.oracle.com/certification,18500,INR,
Salesforce Certified Marketing Cloud Email Specialist,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/marketingcloudemailspecialist,18500,INR,
Java SE 11 Developer 1Z0-819,ORACLE,Hybrid Cloud Management,Custom AMS,https://education.oracle.com/certification,18500,INR,
ABCP (Associate Business Continuity Professional)_renewal,Other_Vendor,Cognitive Process Services,Cross-CPS,https://drii.org/,75,USD,
C2020-605 IBM Cognos 10 Controller Developer,IBM,Data & Technology Transformation,Data Platform Services,http://www.ibm.com/certify,14160,INR,
IBM Certified Solution Designer - Datacap V9.0,IBM,Data & Technology Transformation,Data Platform Services,http://www.ibm.com/certify,118,USD,
"PowerCenter Data Integration 10 Administrator, Professional Certification",INFORMATICA,Data & Technology Transformation,Data Platform Services,https://www.informatica.com/,401,USD,
Salesforce Certified Data Architecture and Management Designer,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview/,0,INR,
Salesforce Certified Development Lifecycle and Deployment Designer,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview/,0,INR,
Salesforce Certified Einstein Analytics and Discovery Consultant,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/en/content/learn/modules/ead-pt1/ead-p1-getting-started,0,INR,
Salesforce Certified Identity and Access Management Designer,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/identityandaccessmanagementdesigner,17500,INR,
IBM Certified System Administrator - MQ V9.1,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify/cert.html?id=C0003407,118,USD,
IBM Certified Administrator - Security Guardium V10.0,IBM,Hybrid Cloud Transformation,Security & Privacy,http://www.ibm.com/certify,10000,INR,
IBM Certified Associate Developer - OpenPages Fundamentals V2,IBM,Hybrid Cloud Management,Custom AMS,https://www.ibm.com/certify/cert.html?id=C0003002,10500,INR,
MySQL 8.0 Database Developer (1Z0-909),ORACLE,Finance & Supply Chain Transformation,Oracle,https://education.oracle.com/certification,18500,INR,
IBM Cognos Analytics Developer V11.1.x,IBM,Data & Technology Transformation,Cognitive & Analytics,http://www.ibm.com/certify,118,USD,
F5 Certified Solution Expert   401â€“Security Solutions,F5NET,Hybrid Cloud Transformation,Security & Privacy,https://www.f5.com/,250,USD,
IBM Certified Specialist - SPSS Statistics Level 1 v2,IBM,Data & Technology Transformation,Data Platform Services,http://www.ibm.com/certify,14160,INR,
IBM Certified Database Associate - Informix 11.70 Fundamentals,IBM,Data & Technology Transformation,Data Platform Services,http://www.ibm.com/certify,14160,INR,
PR000067 -PowerCenter Data Integration 10: Developer -Specialist Certification,INFORMATICA,Data & Technology Transformation,Data Platform Services,https://www.informatica.com/in/,0,INR,
Pega Certified Business Architect (PCBA) version 8.6,PEGA,Industries,Banking and Financial Markets,https://academy.pega.com/certifications/,16000,INR,
Pega Certified Data Scientist (PCDS) version 8.6,PEGA,Industries,Banking and Financial Markets,https://academy.pega.com/certifications/,16000,INR,
Pega Certified System Architect (PCSA) version 8.6,PEGA,Industries,Banking and Financial Markets,https://academy.pega.com/certifications/,16000,INR,
1Z0-1084-20Oracle Cloud Infrastructure Developer 2020 Associate,ORACLE,Finance & Supply Chain Transformation,Oracle,https://education.oracle.com/certification,11800,INR,
1Z0-997-20Oracle Cloud Infrastructure 2020 Architect Professional,ORACLE,Finance & Supply Chain Transformation,Oracle,https://education.oracle.com/certification,11800,INR,
Oracle GoldenGate 12c Certified Implementation Specialist (1Z0-447),ORACLE,Finance & Supply Chain Transformation,Oracle,https://education.oracle.com/products/trackp_389,18500,INR,
1Z0-1068-20Oracle CX Commerce 2020 Implementation Essentials,ORACLE,Finance & Supply Chain Transformation,Oracle,https://education.oracle.com/certification,11800,INR,
IBM Certified Solution Implementer - API Connect 2018.x,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify/cert.html?id=C0002603,118,USD,
IBM Certified Solutions Specialist - Rational Team Concert V6,IBM,Hybrid Cloud Management,iGNITE (Test Innovation),https://www.ibm.com/certify,10000,INR,
"Cloud Data and Application Integration R36, Professional Certification",INFORMATICA,Cognitive Process Services,Cross-CPS,https://www.informatica.com/,340,USD,
C1000-011 IBM Certified Solution Advisor - Blockchain Platform V1,IBM,Data & Technology Transformation,Data Platform Services,http://www.ibm.com/certify,14160,INR,
Adobe Certified Professional - Magento Commerce Developer,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,225,USD,
Adobe Certified Expert - Magento Commerce Business Practitioner,ADOBE,Customer Transformation,Marketing Platforms,https://spark.adobe.com/page/87jLctNB6KxM0/,225,USD,
Adobe Certified Expert - Magento Commerce Front-End Developer,ADOBE,Customer Transformation,Marketing Platforms,https://spark.adobe.com/page/lJWBfPhvp5npA/,225,USD,
Adobe Certified Expert - Magento Commerce JavaScript Developer,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,225,USD,
Adobe Certified Expert - Magento Commerce Cloud Developer,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,225,USD,
Adobe Certified Expert - Magento Commerce Developer,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Certified Master - Magento Commerce Architect,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,225,USD,
Adobe Certified Expert - Adobe Analytics Developer,ADOBE,Customer Transformation,Marketing Platforms,https://spark.adobe.com/page/wyNS9qMPwke75/,225,USD,
Adobe Certified Expert - Adobe Experience Manager Forms Developer,ADOBE,Customer Transformation,Marketing Platforms,https://spark.adobe.com/page/85s47nj3DEves/,225,USD,
Adobe Certified Expert - Adobe Experience Manager Sites Developer,ADOBE,Customer Transformation,Marketing Platforms,https://spark.adobe.com/page/xHrRpsYWplZF0/,225,USD,
Adobe Certified Expert - Adobe Analytics Business Practitioner,ADOBE,Customer Transformation,Marketing Platforms,https://spark.adobe.com/page/YE2LmMFoA0V6Q/,225,USD,
Adobe Certified Expert - Adobe Campaign Standard Business Practitioner,ADOBE,Customer Transformation,Marketing Platforms,https://spark.adobe.com/page/gBc50AevVDzeu/,225,USD,
Adobe Certified Expert - Adobe Experience Manager Sites Business Practitioner,ADOBE,Customer Transformation,Marketing Platforms,https://spark.adobe.com/page/5RXFtBqPlV4mc/,225,USD,
Adobe Campaign Classic Developer Professional,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Google Cloud Certified Professional Cloud Developer,GOOGLE,Multi Cloud,Google,https://grow.google/certificates,0,INR,
Magento 2 Certified Professional Developer,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview/,0,INR,
Adobe Analytics Developer Expert,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Experience Manager Developer expert,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Campaign Classic Developer Expert,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Campaign Standard Developer Expert,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Experience Manager Forms Developer Expert,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Experience Manager Sites Developer Renewal,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Campaign Classic Business Practitioner Professional,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Campaign Standard Developer Expert (Renewal),ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Certified Expert - Marketo Engage Business Practitioner,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Certified Expert - Marketo Engage Business Practitioner,ADOBE,Customer Transformation,Marketing Platforms,https://spark.adobe.com/page/0QLflTQQAC8jd/,225,USD,
IBM Certified Developer - Cloud Pak for Applications v4.1 (C0007300),IBM,Hybrid Cloud Transformation,Cloud Application Development,https://www.ibm.com/certify/cert?id=C0007300,118,USD,
Salesforce Certified B2C Commerce Developer,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview/,17500,INR,
Adobe Sign Essentials,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Marketo Certified Expert,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Analytics Architect Master,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Target Architect Master,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Campaign Classic Architect Master,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Analytics Business Practitioner Expert,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Target Business Practitioner Expert,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Audience Manager Architect Master,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Experience Manager Sites Business Practitioner,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Experience Manager DevOps Engineer Expert,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Experience Manager Sites Architect Master,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Campaign Standard Business Practitioner Expert,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Campaign Classic Business Practitioner Expert,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Audience Manager Business Practitioner Expert,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Experience Manager Sites ArchitectÂ Master Renewal,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Campaign Standard Business Practitioner Expert renewal,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Experience Manager Sites Business Practitioner  Expert Renewal,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Salesforce Certified Platform Developer I,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/help?article=Salesforce-Certified-Platform-Developer-I-Exam-Guide,17500,INR,
IBM Certified Application Developer - Operational Decision Manager Standard V8.9.1,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify,118,USD,
HCL Commerce V9 Developer,DIG_COM,Customer Transformation,Digital Commerce,https://help.hcltechsw.com/commerce/,18000,INR,
Salesforce Certified Platform Developer II,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/help?article=Salesforce-Certified-Platform-Developer-II-Exam-Guide,17500,INR,
Certified DevOps Developer,GSDCC,Cross Platform,Agile,https://www.gsdcouncil.org,14160,INR,
Professional Scrum Developer,SCRUM_ORG,Cross Platform,Agile,https://www.scrum.org/professional-scrum-certifications,20000,INR,Practitioners must have the IBM Agile Explorer badge. Practitioners must have knowledge and understanding of Scrum and their ability to build software using Scrum in real-world situations..  Please nominate only if this certification is aligned towards Business or Organisational Requirement.
IBM Certified Solution Advisor - IBM Cloud Foundations V2 (C0002201),IBM,Hybrid Cloud Transformation,Cloud Application Development,https://www.ibm.com/certify/cert?id=C0002201,230,USD,
Teradata 12 Certified Professional,TERADATA,Data & Technology Transformation,Data Platform Services,https://www.teradata.com/,10620,INR,
Teradata 14 Certified Professional,TERADATA,Data & Technology Transformation,Data Platform Services,https://www.teradata.com/,11800,INR,
Certified Supply Chain Professional,APICS,Industries,Cross-Industry,https://www.ascm.org/,95500,INR,
Vlocity Certified Platform Developer,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com,18000,INR,
AWS Certified Developer - Associate,AWS,Multi Cloud,AWS,https://aws.amazon.com/certification/,0,INR,
Certified Change Management Professional,ACMP,Talent Transformation,Cross-TT,https://www.acmpglobal.org/page/ccmp,54500,INR,
SailPoint Certified IdentityIQ Professional,SAIL_POINT,Hybrid Cloud Transformation,Security & Privacy,https://university.sailpoint.com/,28000,INR,
Certified Hyperledger Fabric Developer (CHFD),LINUX_FOUND,Data & Technology Transformation,Data Platform Services,https://training.linuxfoundation.org/,26550,INR,
ICAgile Certified Professional - Agile Coaching,IC_AGILE,Cross Platform,Agile,https://www.icagile.com/,47200,INR,"Please ensure you seek Agile Comptency Lead/SAL approval prior to submiting the certification request.Should be employed in IBM for >1 year . Must be senior 7B and above, Mandatory to have IBM Agile Coach badge AND (CSM, PSM or any SAFe certifications).Practitioners must have atleast 4 years active experience as Scrum Master, Agile Coach, Agile Project Manager or Product Owner, etc. . It's recommended to have Agile Coach JRSS - Application Consultant -DevOps.Please nominate only if this certification is aligned towards Business or Organisational Requirement."
Salesforce Certified Marketing Cloud Developer,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview/,0,INR,
Salesforce Certified JavaScript Developer I,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/help?article=Salesforce-Certified-Platform-Developer-I-Exam-Guide,200,USD,
AWS Certified DevOps Engineer - Professional,AWS,Multi Cloud,AWS,https://aws.amazon.com/certification/,0,INR,
AWS Certified Solutions Architect - Professional,AWS,Hybrid Cloud Transformation,Complex SI & Architecture,https://aws.amazon.com/certification/,0,INR,
Blue Prism Certified Developer Exam,BLUEPRISM,Hybrid Cloud Management,Automation,https://www.blueprism.com/,14000,INR,
CDMP (Certified Data Management Professional),ACMP,Talent Transformation,Cross-TT,https://www.acmpglobal.org,367,USD,
IBM Certified Developer - Business Automation,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify/,118,USD,
Certified Kanban Management Professional (KMP2),LKU,Cross Platform,Agile,https://resources.kanban.university,45200,INR,
Sitecore Certified Platform Associate Developer Exam,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview/,0,INR,
IBM Certified Deployment Professional - Datacap V9.0,IBM,Data & Technology Transformation,Data Platform Services,http://www.ibm.com/certify,14160,INR,
IBM Certified Professional SRE - Cloud v1 (C0007800),IBM,Hybrid Cloud Transformation,Cloud Application Development,https://www.ibm.com/certify/cert?id=C0007800,230,USD,
Blue Prism Certified Associate Developer Exam (ASDEV01),BLUEPRISM,Hybrid Cloud Management,Automation,https://www.blueprism.com/,13000,INR,
IBM Certified Developer - Datacap V9.1.8,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify,118,USD,
Certified Information Systems Security Professional Exam (CIISP),ISC,Hybrid Cloud Transformation,Security & Privacy,https://www.isc2.org,937,USD,
IBM Certified Solution Developer - App Connect Enterprise V11,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify/cert.html?id=C0003107,118,USD,
IBM Certified Deployment Professional - FileNet P8 V5.5.3,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify/cert.html?id=C0004702,118,USD,
IBM Certified Deployment Professional - Maximo Asset Management v7.6 Functional Analyst,IBM,Data & Technology Transformation,Data Platform Services,http://www.ibm.com/certify,14160,INR,
Salesforce Certified Service Cloud Consultant,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/help?article=Salesforce-Certified-Service-Cloud-Consultant-Exam-Guide,17500,INR,
HCL Commerce V9 Administrator,DIG_COM,Customer Transformation,Digital Commerce,https://help.hcltechsw.com/commerce/index.html,245,USD,
Professional Scrum Product Owner I,SCRUM_ORG,Cross Platform,Agile,https://www.scrum.org/professional-scrum-certifications,25000,INR,Must be 7A and above. Practitioners  must have  Know Your Industry badge at any level. Practitioners must have IBM DevSecOps Essentials AND IBM Agile explorer badge. Practitioners must have knowledge on Scrum framework and ability to support value creation and delivery. Should be a business analyst or functional or domain experience of 3 years or above. Please nominate only if this certification is aligned towards Business or Organisational Requirement.
Salesforce Certified Sales Cloud Consultant,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/help?article=Salesforce-Certified-Sales-Cloud-Consultant-Exam-Guide,17500,INR,
Project Management Professional,PMI,PDE,Project & Program Management,https://www.pmi.org/certifications/project-management-pmp,49117,INR,
Certified Kubernetes Security Specialist (CKS),CNCF,Hybrid Cloud Transformation,Cloud Application Development,https://training.linuxfoundation.org/certification/certified-kubernetes-security-specialist/,300,USD,
Certified Data Privacy Solutions Engineer,ISACA,Hybrid Cloud Transformation,Security & Privacy,https://www.isaca.org/credentialing/certified-data-privacy-solutions-engineer,69200,INR,
